COMPANY NAME,SECURITY TYPE,Symbol_x,ISSUE START DATE,ISSUE END DATE,Issue_price_Upper_Limit,Issue_price_Lower_Limit,ISSUE_Price_RANGE,Listing Date,Issue Amount (Rs.cr.),Market Cap (IPO) (Rs.cr.),Market Cap on Close Price on Listing (Rs.cr.),% Gain / loss on Listing,Wealth creation w.r.t. Close Price on Listing (%),Opening Date,Issue Price (Rs.),QIB,NII,RII,TOTAL,Open Price on Listing (Rs.),Close Price on Listing (Rs.),% Gain / Loss (Issue price v/s Close price on Listing),ISSUE_START_Nifty_OPEN,ISSUE_START_Nifty_CLOSE,ISSUE_START_Nifty_HIGH,ISSUE_START_Nifty_LOW,ISSUE_END_Nifty_OPEN,ISSUE_END_Nifty_CLOSE,ISSUE_END_Nifty_HIGH,ISSUE_END_Nifty_LOW
HAPPY FORGING,EQ,HAPPYFORGE,2023-12-19,2023-12-21,850,808,42,2023-12-27,1008.59,8007.41,9710.64,21.27,4.01,2023-12-19,850.0,86.32,63.14,15.02,57.89,1000.0,1030.8,21.27,21477.65,21453.1,21505.05,21337.75,21033.95,21255.05,21288.35,20976.8
SURAJ ESTATE DEVELOPERS,EQ,SURAJEST,2023-12-18,2023-12-20,360,340,20,2023-12-26,400.0,1597.0,1483.88,-7.08,-21.14,2023-12-18,360.0,10.92,19.89,9.54,11.78,340.0,334.5,-7.08,21434.8,21418.65,21482.8,21365.35,21543.5,21150.15,21593.0,21087.35
MUTHOOT MICROFIN,EQ,MUTHOOTMF,2023-12-18,2023-12-20,291,277,14,2023-12-26,960.0,4159.96,3804.72,-8.54,-34.22,2023-12-18,291.0,7.98,13.59,7.82,8.68,275.3,266.15,-8.54,21434.8,21418.65,21482.8,21365.35,21543.5,21150.15,21593.0,21087.35
INOX INDIA,EQ,INOXINDIA,2023-12-14,2023-12-18,660,627,33,2023-12-21,1459.32,5990.39,8531.32,42.42,21.39,2023-12-14,660.0,59.58,52.74,14.68,42.84,949.65,939.95,42.42,21110.4,21182.7,21210.9,21074.45,21434.8,21418.65,21482.8,21365.35
DOMS INDUSTRIES,EQ,DOMS,2023-12-13,2023-12-15,790,750,40,2023-12-20,1200.0,4793.77,8046.55,67.85,93.95,2023-12-13,790.0,49.34,69.44,70.14,54.19,1400.0,1326.05,67.85,20929.75,20926.35,20950.0,20769.5,21287.45,21456.65,21492.3,21235.3
INDIA SHELTER FINANCE CORPORATION,EQ,INDIASHLTR,2023-12-13,2023-12-15,493,469,24,2023-12-20,1200.0,5277.62,5831.08,10.49,57.87,2023-12-13,493.0,38.26,29.76,10.07,27.12,620.0,544.7,10.49,20929.75,20926.35,20950.0,20769.5,21287.45,21456.65,21492.3,21235.3
FLAIR WRITING INDUSTRIES,EQ,FLAIR,2023-11-22,2023-11-24,304,288,16,2023-12-01,593.0,3204.02,4752.28,48.32,-33.63,2023-11-22,304.0,49.32,35.58,13.37,34.68,501.0,450.9,48.32,19784.0,19811.85,19825.55,19703.85,19809.6,19794.7,19832.85,19768.85
FEDBANK FINANCIAL SERVICES,EQ,FEDFINA,2023-11-22,2023-11-24,140,133,7,2023-11-30,1092.26,5115.46,5124.59,0.18,1.73,2023-11-22,140.0,2.03,1.51,1.8,1.85,138.0,140.25,0.18,19784.0,19811.85,19825.55,19703.85,19809.6,19794.7,19832.85,19768.85
GANDHAR OIL REFINERY (INDIA),EQ,GANDHAR,2023-11-22,2023-11-24,169,160,9,2023-11-30,500.69,1654.0,2949.8,78.34,-58.65,2023-11-22,169.0,52.11,64.99,29.09,45.99,298.0,301.4,78.34,19784.0,19811.85,19825.55,19703.85,19809.6,19794.7,19832.85,19768.85
TATA TECHNOLOGIES,EQ,TATATECH,2023-11-22,2023-11-24,500,475,25,2023-11-30,3042.51,20283.43,53264.28,162.6,-49.73,2023-11-22,500.0,81.79,62.87,16.01,51.18,1200.0,1313.0,162.6,19784.0,19811.85,19825.55,19703.85,19809.6,19794.7,19832.85,19768.85
ASK AUTOMOTIVE,EQ,ASKAUTOLTD,2023-11-07,2023-11-09,282,268,14,2023-11-15,833.91,5559.42,6113.39,9.96,50.16,2023-11-07,282.0,57.55,35.43,5.55,36.03,303.3,310.1,9.96,19404.05,19406.7,19423.5,19329.1,19457.4,19395.3,19463.9,19378.35
PROTEAN EGOV TECHNOLOGIES,EQ,PROTEAN,2023-11-06,2023-11-08,792,752,40,2023-11-13,489.95,3203.38,3571.45,11.49,-12.6,2023-11-06,792.0,19.37,31.98,8.7,17.11,792.0,883.0,11.49,19345.85,19411.75,19423.0,19309.7,19449.6,19443.5,19464.4,19401.5
HONASA CONSUMER,EQ,HONASA,2023-10-31,2023-11-02,324,308,16,2023-11-07,1701.44,10424.63,10846.12,4.04,-22.44,2023-10-31,324.0,5.22,4.02,1.31,4.65,330.0,337.1,4.04,19232.95,19079.6,19233.7,19056.45,19120.0,19133.25,19175.25,19064.15
CELLO WORLD,EQ,CELLO,2023-10-30,2023-11-01,648,617,31,2023-11-06,1900.0,13752.57,16802.33,22.18,-27.89,2023-10-30,648.0,49.78,24.45,3.17,29.5,829.0,791.7,22.18,19053.4,19140.9,19158.5,18940.0,19064.05,18989.15,19096.05,18973.7
BLUE JET HEALTHCARE,EQ,BLUEJET,2023-10-25,2023-10-27,346,329,17,2023-11-01,840.27,6001.9,7171.06,19.48,35.11,2023-10-25,346.0,6.2,13.48,2.25,5.91,380.0,413.4,19.48,19286.45,19122.15,19347.3,19074.15,18928.75,19047.25,19076.15,18926.65
IRM ENERGY LIMITED,EQ,IRMENERGY,2023-10-18,2023-10-20,505,480,25,2023-10-26,545.0,2073.51,1942.74,-6.31,-40.05,2023-10-18,505.0,18.33,48.98,9.07,19.3,477.25,473.15,-6.31,19820.45,19671.1,19840.95,19659.95,19542.15,19542.65,19593.8,19518.7
UPDATER SERVICES,EQ,UDS,2023-09-25,2023-09-27,300,280,20,2023-10-04,640.0,2001.08,1893.69,-5.37,-39.06,2023-09-25,300.0,2.44,0.87,1.39,2.1,285.0,283.9,-5.37,19678.2,19674.55,19734.15,19601.55,19637.05,19716.45,19730.7,19554.0
JSW INFRASTRUCTURE,EQ,JSWINFRA,2023-09-25,2023-09-27,119,113,6,2023-10-03,2800.0,24990.02,33033.02,32.18,74.35,2023-09-25,119.0,24.64,16.74,10.44,22.03,143.0,157.3,32.18,19678.2,19674.55,19734.15,19601.55,19637.05,19716.45,19730.7,19554.0
MANOJ VAIBHAV GEMS N JEWELLERS,EQ,MVGJL,2023-09-22,2023-09-26,215,204,11,2023-10-03,270.2,1050.22,1052.66,0.23,-15.25,2023-09-22,215.0,1.04,5.35,1.67,1.91,215.0,215.5,0.23,19744.85,19674.25,19798.65,19657.5,19682.8,19664.7,19699.35,19637.45
SIGNATUREGLOBAL (INDIA),EQ,SIGNATURE,2023-09-20,2023-09-22,385,366,19,2023-09-27,730.0,4982.71,5934.61,19.1,144.79,2023-09-20,385.0,6.19,14.23,6.97,7.47,444.0,458.55,19.1,19980.75,19901.4,20050.65,19878.85,19744.85,19674.25,19798.65,19657.5
SAI SILKS (KALAMANDIR),EQ,KALAMANDIR,2023-09-20,2023-09-22,222,210,12,2023-09-27,1201.0,3404.73,3755.94,10.32,-38.03,2023-09-20,222.0,5.51,2.56,0.87,3.45,231.0,244.9,10.32,19980.75,19901.4,20050.65,19878.85,19744.85,19674.25,19798.65,19657.5
YATRA ONLINE,EQ,YATRA,2023-09-15,2023-09-20,142,135,7,2023-09-28,775.0,2190.9,2096.78,-4.3,30.09,2023-09-15,142.0,1.46,0.42,2.08,1.37,127.5,135.9,-4.3,20156.45,20192.35,20222.45,20129.7,19980.75,19901.4,20050.65,19878.85
ZAGGLE PREPAID OCEAN SERVICES,EQ,ZAGGLE,2023-09-14,2023-09-18,164,156,8,2023-09-22,563.38,2002.39,1933.4,-3.45,119.89,2023-09-14,164.0,7.45,9.13,5.94,7.55,164.0,158.35,-3.45,20127.95,20103.1,20167.65,20043.45,20155.95,20133.3,20195.35,20115.7
SAMHI HOTELS,EQ,SAMHI,2023-09-14,2023-09-18,126,119,7,2023-09-22,1370.1,2747.25,3126.63,13.81,24.58,2023-09-14,126.0,4.32,1.26,1.11,3.54,134.5,143.4,13.81,20127.95,20103.1,20167.65,20043.45,20155.95,20133.3,20195.35,20115.7
R R KABEL,EQ,RRKABEL,2023-09-13,2023-09-15,1035,983,52,2023-09-20,1964.01,10084.57,11673.25,15.75,18.86,2023-09-13,1035.0,21.62,12.98,2.05,13.4,1180.0,1198.05,15.75,19989.5,20070.0,20096.9,19944.1,20156.45,20192.35,20222.45,20129.7
EMS,EQ,EMSLIMITED,2023-09-08,2023-09-12,211,200,11,2023-09-21,321.25,1171.7,1554.31,32.65,47.61,2023-09-08,211.0,60.31,83.76,29.28,52.97,282.05,279.9,32.65,19774.8,19819.95,19867.15,19727.05,20110.15,19993.2,20110.35,19914.65
JUPITER LIFE LINE HOSPITALS,EQ,JLHL,2023-09-06,2023-09-08,735,695,40,2023-09-18,869.08,4819.1,7053.26,46.36,31.89,2023-09-06,735.0,75.72,36.44,7.66,46.01,973.0,1075.75,46.36,19581.2,19611.05,19636.45,19491.5,19774.8,19819.95,19867.15,19727.05
RISHABH INSTRUMENTS,EQ,RISHABH,2023-08-30,2023-09-01,441,418,23,2023-09-11,490.78,1674.1,1682.26,0.49,-9.59,2023-08-30,441.0,29.51,31.39,8.16,22.32,460.05,443.15,0.49,19433.45,19347.45,19452.8,19334.75,19258.15,19435.3,19458.55,19255.7
VISHNU PRAKASH R PUNGLIA,EQ,VPRPL,2023-08-24,2023-08-28,99,94,5,2023-09-05,308.61,1233.98,1816.06,47.17,-50.02,2023-08-24,99.0,69.2,111.9,31.02,61.76,165.0,145.7,47.17,19535.15,19386.7,19584.45,19369.0,19298.35,19306.05,19366.85,19249.7
AEROFLEX INDUSTRIES,EQ,AEROFLEX,2023-08-22,2023-08-24,108,102,6,2023-08-31,351.0,1396.66,2111.16,51.16,7.89,2023-08-22,108.0,76.9,131.4,34.55,69.39,190.0,163.25,51.16,19417.1,19396.45,19443.5,19381.3,19535.15,19386.7,19584.45,19369.0
TVS SUPPLY CHAIN SOLUTIONS,EQ,TVSSCS,2023-08-10,2023-08-14,197,187,10,2023-08-23,880.0,8616.98,8791.94,2.03,-45.55,2023-08-10,197.0,1.16,2.38,7.53,1.98,207.05,201.0,2.03,19605.55,19543.1,19623.6,19495.4,19383.95,19434.55,19465.85,19257.9
CONCORD BIOTECH,EQ,CONCORDBIO,2023-08-04,2023-08-08,741,705,36,2023-08-18,1550.52,7752.06,9863.22,27.23,45.29,2023-08-04,741.0,27.62,16.94,3.7,17.64,900.05,942.8,27.23,19462.8,19517.0,19538.85,19436.45,19627.2,19570.85,19634.4,19533.1
SBFC FINANCE,EQ,SBFC,2023-08-03,2023-08-07,57,54,3,2023-08-16,1025.0,6066.15,9812.27,61.75,14.24,2023-08-03,57.0,82.0,52.08,11.15,52.23,82.0,92.2,61.75,19463.75,19381.65,19537.65,19296.45,19576.85,19597.3,19620.45,19524.8
YATHARTH HOSPITAL AND TRAUMA CARE SERVICES,EQ,YATHARTH,2023-07-26,2023-07-28,300,285,15,2023-08-07,686.55,2575.51,2575.51,0.0,133.5,2023-07-26,300.0,35.04,38.54,8.38,26.24,306.1,300.0,0.0,19733.35,19778.3,19825.6,19716.7,19659.75,19646.05,19695.9,19563.1
NETWEB TECHNOLOGIES INDIA,EQ,NETWEB,2023-07-17,2023-07-19,500,475,25,2023-07-27,631.0,2752.2,5011.2,82.08,251.58,2023-07-17,500.0,88.64,84.21,18.74,63.41,947.0,910.4,82.08,19612.15,19711.45,19731.85,19562.95,19802.95,19833.15,19851.7,19727.45
UTKARSH SMALL FINANCE BANK,EQ,UTKARSHBNK,2023-07-12,2023-07-14,25,23,2,2023-07-21,500.0,2738.8,5258.5,92.0,-68.6,2023-07-12,25.0,54.91,88.11,76.14,61.41,40.0,48.0,92.0,19497.45,19384.3,19507.7,19361.75,19493.45,19564.5,19595.35,19433.5
SENCO GOLD,EQ,SENCO,2023-07-04,2023-07-06,317,301,16,2023-07-14,405.0,2461.92,3147.69,27.85,-22.98,2023-07-04,317.0,76.81,68.13,15.73,54.13,430.0,405.3,27.85,19406.6,19389.0,19434.15,19300.0,19385.7,19497.3,19512.2,19373.0
CYIENT DLM,EQ,CYIENTDLM,2023-06-27,2023-06-30,265,250,15,2023-07-10,592.0,2100.95,3334.56,58.72,1.84,2023-06-27,265.0,39.02,47.07,50.38,40.27,403.0,420.6,58.72,18748.55,18817.4,18829.25,18714.25,19076.85,19189.05,19201.7,19024.6
IDEAFORGE TECHNOLOGY,EQ,IDEAFORGE,2023-06-26,2023-06-30,672,638,34,2023-07-07,567.24,2800.27,5396.14,92.7,-67.15,2023-06-26,672.0,51.13,78.41,82.03,58.23,1300.0,1294.95,92.7,18682.35,18691.2,18722.05,18646.7,19076.85,19189.05,19201.7,19024.6
HMA AGRO INDUSTRIES,EQ,HMAAGRO,2023-06-20,2023-06-23,585,555,30,2023-07-04,480.0,2929.5,2932.76,0.11,-95.04,2023-06-20,585.0,1.35,3.13,0.96,1.48,625.0,585.65,0.11,18752.35,18816.7,18839.7,18660.65,18741.85,18665.5,18756.4,18647.1
IKIO LIGHTING,EQ,IKIO,2023-06-06,2023-06-08,285,270,15,2023-06-16,606.5,2202.5,3120.98,41.7,-56.08,2023-06-06,285.0,66.57,61.16,13.77,47.28,392.5,403.85,41.7,18600.8,18599.0,18622.75,18531.6,18725.35,18634.55,18777.9,18615.6
MANKIND PHARMA,EQ,MANKIND,2023-04-25,2023-04-27,1080,1026,54,2023-05-09,4326.36,43263.55,43263.55,0.0,101.74,2023-04-25,1080.0,20.32,3.59,0.89,11.01,1300.0,1080.0,0.0,17761.55,17769.25,17807.45,17716.85,17813.1,17915.05,17931.6,17797.9
AVALON TECHNOLOGIES,EQ,AVALON,2023-04-03,2023-04-06,436,415,21,2023-04-18,865.0,2846.76,2598.32,-8.73,118.81,2023-04-03,436.0,2.12,0.37,0.84,1.73,396.0,397.95,-8.73,17427.95,17398.05,17428.05,17312.75,17533.85,17599.15,17638.7,17502.85
DIVGI TORQTRANSFER SYSTEMS,EQ,DIVGIITTS,2023-03-01,2023-03-03,590,560,30,2023-03-14,412.12,1804.39,1850.88,2.58,-1.93,2023-03-01,590.0,3.76,1.37,4.17,3.44,620.0,605.2,2.58,17360.1,17450.9,17467.75,17345.25,17451.25,17594.35,17644.75,17427.7
RADIANT CASH MANAGEMENT SERVICES,EQ,RADIANTCMS,2022-12-23,2022-12-27,99,94,5,2023-01-04,256.64,1003.05,1119.37,11.6,-49.81,2022-12-23,94.0,1.68,1.07,0.3,1.1,103.0,104.9,11.6,17977.65,17806.8,18050.45,17779.5,18089.8,18132.3,18149.25,17967.45
ELIN ELECTRONICS,EQ,ELIN,2022-12-20,2022-12-22,247,234,13,2022-12-30,475.0,1226.58,1130.49,-7.83,-25.06,2022-12-20,247.0,2.53,3.35,2.26,2.56,244.0,227.65,-7.83,18340.3,18385.3,18404.9,18202.65,18288.8,18127.35,18318.75,18068.6
KFIN TECHNOLOGIES,EQ,KFINTECH,2022-12-19,2022-12-21,366,347,19,2022-12-29,1500.0,6133.02,6096.99,-0.59,189.05,2022-12-19,366.0,2.41,0.12,1.38,1.96,367.0,363.85,-0.59,18288.1,18420.45,18431.65,18244.55,18435.15,18199.1,18473.35,18162.75
LANDMARK CARS,EQ,LANDMARK,2022-12-13,2022-12-15,506,481,25,2022-12-23,552.0,2003.36,1814.9,-9.41,13.11,2022-12-13,506.0,4.34,1.34,0.59,2.58,471.0,458.4,-9.41,18524.4,18608.0,18617.25,18490.2,18614.4,18414.9,18652.9,18387.7
ABANS HOLDINGS,EQ,AHL,2022-12-12,2022-12-15,270,256,14,2022-12-23,345.6,1353.94,1095.19,-19.11,-7.72,2022-12-12,270.0,4.09,1.47,0.39,1.08,273.0,218.4,-19.11,18402.15,18497.15,18521.55,18345.7,18614.4,18414.9,18652.9,18387.7
SULA VINEYARDS,EQ,SULA,2022-12-12,2022-12-14,357,340,17,2022-12-22,960.35,3005.9,2788.24,-7.24,-34.88,2022-12-12,357.0,2.33,1.45,1.58,1.93,358.0,331.15,-7.24,18402.15,18497.15,18521.55,18345.7,18671.25,18660.3,18696.1,18632.9
UNIPARTS INDIA,EQ,UNIPARTS,2022-11-30,2022-12-02,577,548,29,2022-12-12,835.61,2604.22,2435.64,-6.47,-9.31,2022-11-30,577.0,26.93,19.55,4.63,17.98,575.0,539.65,-6.47,18625.7,18758.35,18816.05,18616.55,18752.4,18696.1,18781.95,18639.2
DHARMAJ CROP GUARD,EQ,DHARMAJ,2022-11-28,2022-11-30,237,216,21,2022-12-08,251.09,801.0,900.02,12.36,-10.78,2022-11-28,237.0,19.61,60.64,22.62,26.69,266.05,266.3,12.36,18430.55,18562.75,18614.25,18365.6,18625.7,18758.35,18816.05,18616.55
KEYSTONE REALTORS,EQ,RUSTOMJEE,2022-11-14,2022-11-16,541,514,27,2022-11-24,635.0,6160.77,6341.26,2.93,-3.16,2022-11-14,541.0,2.36,2.82,0.53,1.79,555.0,556.85,2.93,18376.4,18329.15,18399.45,18311.4,18398.25,18409.65,18442.15,18344.15
INOX GREEN ENERGY SERVICES,EQ,INOXGREEN,2022-11-11,2022-11-15,65,61,4,2022-11-23,740.0,1897.61,1725.36,-9.08,245.23,2022-11-11,65.0,1.1,0.49,4.91,1.39,60.0,59.1,-9.08,18272.35,18349.7,18362.3,18259.35,18362.75,18403.4,18427.95,18282.0
KAYNES TECHNOLOGY INDIA,EQ,KAYNES,2022-11-10,2022-11-14,587,559,28,2022-11-22,857.82,3412.96,4011.54,17.54,518.23,2022-11-10,587.0,40.45,20.67,4.21,24.76,778.0,689.95,17.54,18044.35,18028.2,18103.1,17969.4,18376.4,18329.15,18399.45,18311.4
FIVESTAR BUSINESS FINANCE,EQ,FIVESTAR,2022-11-09,2022-11-11,474,450,24,2022-11-21,1588.51,13810.75,14276.94,3.38,15.73,2022-11-09,474.0,1.68,0.82,0.14,1.01,468.8,490.0,3.38,18288.25,18157.0,18296.4,18117.5,18272.35,18349.7,18362.3,18259.35
ARCHEAN CHEMICAL INDUSTRIES,EQ,ACI,2022-11-09,2022-11-11,407,386,21,2022-11-21,1462.3,5008.26,5637.67,12.57,6.83,2022-11-09,407.0,20.35,13.77,10.06,18.34,450.0,458.15,12.57,18288.25,18157.0,18296.4,18117.5,18272.35,18349.7,18362.3,18259.35
BIKAJI FOODS INTERNATIONAL,EQ,BIKAJI,2022-11-03,2022-11-07,300,285,15,2022-11-16,880.86,7485.3,7920.69,5.82,129.71,2022-11-03,300.0,30.19,7.06,4.64,17.63,322.8,317.45,5.82,17968.35,18052.7,18106.3,17959.2,18211.75,18202.8,18255.5,18064.75
GLOBAL HEALTH,EQ,MEDANTA,2022-11-03,2022-11-07,336,319,17,2022-11-16,2205.57,9011.01,11137.72,23.6,177.49,2022-11-03,336.0,12.42,3.95,0.87,7.11,401.0,415.3,23.6,17968.35,18052.7,18106.3,17959.2,18211.75,18202.8,18255.5,18064.75
FUSION MICRO FINANCE,EQ,FUSION,2022-11-02,2022-11-04,368,350,18,2022-11-15,1103.99,3703.21,3268.49,-11.74,-51.17,2022-11-02,368.0,4.03,1.04,0.5,2.35,359.5,324.8,-11.74,18177.9,18082.85,18178.75,18048.65,18053.4,18117.15,18135.1,18017.15
TRACXN TECHNOLOGIES,EQ,TRACXN,2022-10-10,2022-10-12,80,75,5,2022-10-20,309.38,802.48,935.39,16.56,-56.41,2022-10-10,80.0,1.37,0.71,4.64,1.6,84.5,93.25,16.56,17094.35,17241.0,17280.15,17064.7,17025.55,17123.6,17142.35,16960.05
ELECTRONICS MART INDIA,EQ,EMIL,2022-10-04,2022-10-07,59,56,3,2022-10-17,500.0,2270.02,3251.13,43.22,30.08,2022-10-04,59.0,71.85,66.93,20.33,53.08,90.0,84.5,43.22,17147.45,17274.3,17287.3,17117.3,17287.2,17314.65,17337.35,17216.95
HARSHA ENGINEERS INTERNATIONAL,EQ,HARSHA,2022-09-14,2022-09-16,330,314,16,2022-09-26,755.0,3004.46,4429.3,47.42,-23.29,2022-09-14,330.0,76.81,69.41,17.95,54.91,450.0,486.5,47.42,17771.15,18003.75,18091.55,17771.15,17796.8,17530.85,17820.05,17497.25
DREAMFOLKS SERVICES,EQ,DREAMFOLKS,2022-08-24,2022-08-26,326,308,18,2022-09-06,562.1,1703.35,2416.04,41.84,-75.77,2022-08-24,326.0,28.84,36.57,35.33,30.65,508.7,462.4,41.84,17525.45,17604.95,17623.65,17499.25,17619.3,17558.9,17685.85,17519.35
SYRMA SGS TECHNOLOGY,EQ,SYRMA,2022-08-12,2022-08-18,220,209,11,2022-08-26,840.13,3877.04,5471.91,41.14,137.94,2022-08-12,220.0,39.83,17.68,4.37,24.1,260.0,310.5,41.14,17659.65,17698.15,17724.65,17597.85,17898.65,17956.5,17968.45,17852.05
AETHER INDUSTRIES,EQ,AETHER,2022-05-24,2022-05-26,642,610,32,2022-06-03,808.04,7991.79,9639.94,20.62,11.67,2022-05-24,642.0,8.34,2.48,0.59,4.72,704.0,774.4,20.62,16225.55,16125.15,16262.8,16078.6,16105.0,16170.15,16204.45,15903.7
EMUDHRA,EQ,EMUDHRA,2022-05-20,2022-05-24,256,243,13,2022-06-01,412.79,1998.65,2013.49,0.74,140.6,2022-05-20,256.0,2.17,0.7,1.45,1.7,270.0,257.9,0.74,16043.8,16266.15,16283.05,16003.85,16225.55,16125.15,16262.8,16078.6
ETHOS,EQ,ETHOSLTD,2022-05-18,2022-05-20,878,836,42,2022-05-30,402.26,2050.06,1875.18,-8.53,279.78,2022-05-18,878.0,1.37,1.93,0.24,1.06,825.0,803.1,-8.53,16318.15,16240.3,16399.8,16211.2,16043.8,16266.15,16283.05,16003.85
PARADEEP PHOSPHATES,EQ,PARADEEP,2022-05-17,2022-05-19,42,39,3,2022-05-27,1501.73,3420.89,3575.64,4.52,255.99,2022-05-17,42.0,1.99,0.67,0.86,1.39,44.0,43.9,4.52,15912.6,16259.3,16284.25,15900.8,15917.4,15809.4,15984.75,15775.2
DELHIVERY,EQ,DELHIVERY,2022-05-11,2022-05-13,487,462,25,2022-05-24,5235.0,35284.04,38859.54,10.13,-23.13,2022-05-11,487.0,1.73,0.04,0.27,1.33,495.2,536.35,10.13,16270.05,16167.1,16318.75,15992.6,15977.0,15782.15,16083.6,15740.85
VENUS PIPES AND TUBES,EQ,VENUSPIPES,2022-05-11,2022-05-13,326,310,16,2022-05-24,165.42,661.65,719.19,8.7,253.92,2022-05-11,326.0,5.36,14.76,13.33,9.56,337.5,354.35,8.7,16270.05,16167.1,16318.75,15992.6,15977.0,15782.15,16083.6,15740.85
PRUDENT CORPORATE ADVISORY SERVICES,EQ,PRUDENT,2022-05-10,2022-05-12,630,595,35,2022-05-20,428.28,2608.62,2326.02,-10.83,366.03,2022-05-10,630.0,1.57,0.74,0.37,1.03,650.0,561.75,-10.83,16248.9,16240.05,16404.55,16197.3,16021.1,15808.0,16041.95,15735.75
LIFE INSURANCE CORPORATION OF INDIA,EQ,LICI,2022-05-04,2022-05-09,949,902,47,2022-05-17,20557.23,600242.28,553595.42,-7.77,-0.87,2022-05-04,949.0,1.73,2.43,1.61,2.05,872.0,875.25,-7.77,17096.6,16677.6,17132.85,16623.95,16227.7,16301.85,16403.7,16142.1
RAINBOW CHILDRENS MEDICARE,EQ,RAINBOW,2022-04-27,2022-04-29,542,516,26,2022-05-10,1580.85,5501.9,4570.03,-16.94,207.6,2022-04-27,542.0,16.13,3.81,0.78,8.82,510.0,450.2,-16.94,17073.35,17038.4,17110.7,16958.45,17329.25,17102.55,17377.65,17053.25
CAMPUS ACTIVEWEAR,EQ,CAMPUS,2022-04-26,2022-04-28,292,278,14,2022-05-09,1399.77,8886.32,11530.91,29.76,-30.5,2022-04-26,292.0,61.38,21.54,6.22,35.95,360.0,378.9,29.76,17121.3,17200.8,17223.85,17064.45,17189.5,17245.05,17322.5,17071.05
VEDANT FASHIONS,EQ,MANYAVAR,2022-02-04,2022-02-08,866,824,42,2022-02-16,3149.19,21017.37,22656.77,7.8,-36.12,2022-02-04,866.0,3.61,0.81,0.16,1.99,935.0,933.55,7.8,17590.2,17516.3,17617.8,17462.55,17279.85,17266.75,17306.45,17043.65
ADANI WILMAR,EQ,AWL,2022-01-27,2022-01-31,230,218,12,2022-02-08,3600.0,29898.57,34870.84,16.63,-7.14,2022-01-27,230.0,2.96,59.83,3.39,13.44,227.0,268.25,16.63,17062.0,17110.15,17182.5,16866.75,17301.05,17339.85,17410.0,17264.15
AGS TRANSACT TECHNOLOGIES,EQ,AGSTRA,2022-01-19,2022-01-21,175,166,9,2022-01-31,680.0,2106.87,1938.92,-7.97,-97.38,2022-01-19,175.0,1.76,24.6,1.88,5.23,175.0,161.05,-7.97,18129.2,17938.4,18129.2,17884.9,17613.7,17617.15,17707.6,17485.85
