COMPANY NAME,SECURITY TYPE,Symbol_x,ISSUE START DATE,ISSUE END DATE,Issue_price_Upper_Limit,Issue_price_Lower_Limit,ISSUE_Price_RANGE,Listing Date,Issue Amount (Rs.cr.),Market Cap (IPO) (Rs.cr.),Market Cap on Close Price on Listing (Rs.cr.),% Gain / loss on Listing,Wealth creation w.r.t. Close Price on Listing (%),Opening Date,Issue Price (Rs.),QIB,NII,RII,TOTAL,Open Price on Listing (Rs.),Close Price on Listing (Rs.),% Gain / Loss (Issue price v/s Close price on Listing),ISSUE_START_Nifty_OPEN,ISSUE_START_Nifty_CLOSE,ISSUE_START_Nifty_HIGH,ISSUE_START_Nifty_LOW,ISSUE_END_Nifty_OPEN,ISSUE_END_Nifty_CLOSE,ISSUE_END_Nifty_HIGH,ISSUE_END_Nifty_LOW
INDIAMART INTERMESH,EQ,INDIAMART,2019-06-24,2019-06-26,973,970,3,2019-07-04,475.49,2799.79,3746.34,33.81,71.44,2019-06-24,973.0,12.95,62.08,13.15,20.31,1180.0,1301.95,33.81,11725.8,11699.65,11754.0,11670.2,11768.15,11847.55,11871.85,11757.55
POLYCAB INDIA,EQ,POLYCAB,2019-04-05,2019-04-09,538,533,5,2019-04-16,1345.26,7997.15,9733.33,21.71,1011.26,2019-04-05,538.0,37.88,108.64,4.36,36.51,633.0,654.8,21.71,11638.4,11665.95,11689.65,11609.5,11612.05,11671.95,11683.9,11569.7
METROPOLIS HEALTHCARE,EQ,METROPOLIS,2019-04-03,2019-04-05,880,877,3,2019-04-15,1204.29,4415.72,4816.4,9.07,99.41,2019-04-03,880.0,4.19,2.75,2.05,3.68,958.0,959.85,9.07,11735.3,11643.95,11761.0,11629.15,11638.4,11665.95,11689.65,11609.5
RAIL VIKAS NIGAM,EQ,RVNL,2019-03-29,2019-04-03,19,17,2,2019-04-11,476.86,3961.54,3971.96,0.26,1547.77,2019-03-29,19.0,1.36,0.67,2.64,1.7,19.0,19.05,0.26,11625.45,11623.9,11630.35,11570.15,11735.3,11643.95,11761.0,11629.15
MSTC,EQ,MSTCLTD,2019-03-13,2019-03-20,128,120,8,2019-03-29,211.04,844.8,802.21,-5.04,313.34,2019-03-13,120.0,1.13,1.69,2.65,1.36,115.0,113.95,-5.04,11326.2,11341.7,11352.3,11276.6,11553.35,11521.05,11556.1,11503.1
CHALET HOTELS,EQ,CHALET,2019-01-29,2019-01-31,280,275,5,2019-02-07,1641.18,5740.67,5980.55,4.18,208.6,2019-01-29,280.0,2.51,0.99,0.02,1.41,291.0,291.7,4.18,10653.7,10652.2,10690.35,10583.65,10690.55,10830.95,10838.05,10678.55
AAVAS FINANCIERS,EQ,AAVAS,2018-09-25,2018-09-27,821,818,3,2018-10-08,1640.32,6420.34,6055.53,-5.68,102.65,2018-09-25,821.0,1.76,0.14,0.2,0.97,750.0,774.35,-5.68,10969.95,11067.45,11080.6,10882.85,11079.8,10977.55,11089.45,10953.35
GARDEN REACH SHIPBUILDERS & ENGINEERS,EQ,GRSE,2018-09-24,2018-10-01,118,114,4,2018-10-10,343.59,1351.71,1183.32,-12.46,2174.93,2018-09-24,118.0,1.81,0.3,0.21,1.01,102.5,103.3,-12.46,11164.4,10967.4,11170.15,10943.6,10930.9,11008.3,11035.65,10821.55
IRCON INTERNATIONAL,EQ,IRCON,2018-09-17,2018-09-19,475,470,5,2018-09-28,466.93,4467.45,3905.96,-12.57,-62.16,2018-09-17,475.0,12.28,3.73,9.46,9.52,412.0,415.3,-12.57,11464.95,11377.75,11464.95,11366.9,11326.65,11234.35,11332.05,11210.9
HDFC ASSET MANAGEMENT COMPANY,EQ,HDFCAMC,2018-07-25,2018-07-27,1100,1095,5,2018-08-06,2800.33,23318.77,38496.11,65.09,47.29,2018-07-25,1100.0,77.51,194.39,6.22,61.39,1726.25,1815.95,65.09,11148.4,11132.0,11157.15,11113.25,11232.75,11278.35,11283.4,11210.25
TCNS CLOTHING CO.,EQ,TCNSBRANDS,2018-07-18,2018-07-20,716,714,2,2018-07-30,1125.13,4390.38,4041.78,-7.94,-11.41,2018-07-18,716.0,6.09,4.89,0.53,3.96,716.0,659.15,-7.94,11060.2,10980.45,11076.2,10956.3,10963.5,11010.2,11030.25,10946.2
VARROC ENGINEERING,EQ,VARROC,2018-06-26,2018-06-28,967,965,2,2018-07-06,1955.18,13036.27,13984.67,7.28,-37.33,2018-06-26,967.0,4.27,1.51,0.87,2.65,1015.0,1037.35,7.28,10742.7,10769.15,10805.25,10732.55,10660.8,10589.1,10674.2,10557.7
FINE ORGANIC INDUSTRIES,EQ,FINEORG,2018-06-20,2018-06-22,783,780,3,2018-07-02,600.17,2400.68,2522.7,5.08,435.88,2018-06-20,783.0,6.46,18.75,1.51,6.57,815.0,822.8,5.08,10734.65,10772.05,10781.8,10724.05,10742.7,10821.85,10837.0,10710.45
RITES,EQ,RITES,2018-06-20,2018-06-22,185,180,5,2018-07-02,460.51,3700.0,4266.0,15.3,6.54,2018-06-20,185.0,71.97,192.55,14.87,66.77,190.0,213.3,15.3,10734.65,10772.05,10781.8,10724.05,10742.7,10821.85,10837.0,10710.45
INDOSTAR CAPITAL FINANCE,EQ,INDOSTAR,2018-05-09,2018-05-11,572,570,2,2018-05-21,1844.0,5213.15,5341.65,2.47,-58.63,2018-05-09,572.0,6.75,7.85,1.4,5.04,600.0,586.1,2.47,10693.35,10741.7,10766.25,10689.85,10741.95,10806.5,10812.05,10724.45
LEMON TREE HOTELS,EQ,LEMONTREE,2018-03-26,2018-03-28,56,54,2,2018-04-09,1038.68,4403.91,5634.65,27.95,127.36,2018-03-26,56.0,2.18,0.11,0.1,1.14,61.6,71.65,27.95,9989.15,10130.65,10143.5,9958.55,10143.6,10113.7,10158.35,10096.9
MISHRA DHATU NIGAM,EQ,MIDHANI,2018-03-21,2018-03-23,90,87,3,2018-04-04,435.02,1686.06,1687.0,0.06,233.76,2018-03-21,90.0,1.96,0.11,0.66,1.19,87.0,90.05,0.06,10181.95,10155.25,10227.3,10132.95,9968.8,9998.05,10027.7,9951.9
SANDHAR TECHNOLOGIES,EQ,SANDHAR,2018-03-19,2018-03-21,332,327,5,2018-04-02,512.48,1998.33,1939.04,-2.97,74.17,2018-03-19,332.0,6.43,6.18,1.3,4.59,346.1,322.15,-2.97,10215.35,10094.25,10224.55,10075.3,10181.95,10155.25,10227.3,10132.95
HINDUSTAN AERONAUTICS,EQ,HAL,2018-03-16,2018-03-20,1240,1215,25,2018-03-28,4063.31,40628.08,37881.09,-6.76,279.79,2018-03-16,1215.0,1.74,0.03,0.36,0.98,1152.0,1132.85,-6.76,10345.15,10195.15,10346.3,10180.25,10051.55,10124.35,10155.65,10049.1
KARDA CONSTRUCTIONS,EQ,KARDA,2018-03-16,2018-03-21,180,175,5,2018-04-02,77.4,221.4,175.64,-20.67,-99.78,2018-03-16,180.0,1.55,0.49,1.89,1.3,136.0,142.8,-20.67,10345.15,10195.15,10346.3,10180.25,10181.95,10155.25,10227.3,10132.95
BANDHAN BANK,EQ,BANDHANBNK,2018-03-15,2018-03-19,375,370,5,2018-03-27,4473.02,44730.19,56878.9,27.16,-68.63,2018-03-15,375.0,16.08,13.81,1.14,10.51,499.0,476.85,27.16,10405.45,10360.15,10420.0,10346.2,10215.35,10094.25,10224.55,10075.3
BHARAT DYNAMICS,EQ,BDL,2018-03-13,2018-03-15,428,413,15,2018-03-23,952.25,7844.44,7144.3,-8.93,261.7,2018-03-13,428.0,1.5,0.44,1.33,1.26,370.0,389.8,-8.93,10389.5,10426.85,10478.6,10377.85,10405.45,10360.15,10420.0,10346.2
H.G.INFRA ENGINEERING,EQ,HGINFRA,2018-02-26,2018-02-28,270,263,7,2018-03-09,462.0,1759.62,1744.96,-0.83,182.58,2018-02-26,270.0,3.96,4.64,2.95,3.71,270.0,267.75,-0.83,10526.55,10582.6,10592.95,10520.2,10488.95,10492.85,10535.5,10461.55
ASTER DM HEALTHCARE,EQ,ASTERDM,2018-02-12,2018-02-15,190,180,10,2018-02-26,980.14,9599.32,9172.4,-4.45,241.7,2018-02-12,190.0,1.36,0.7,1.11,1.17,183.0,181.55,-4.45,10518.2,10539.75,10555.5,10485.4,10537.9,10545.5,10618.1,10511.05
GALAXY SURFACTANTS,EQ,GALAXYSURF,2018-01-29,2018-01-31,1480,1470,10,2018-02-08,937.09,5247.3,6028.9,14.9,16.87,2018-01-29,1480.0,22.35,6.63,5.7,14.17,1525.0,1700.45,14.9,11079.35,11130.4,11171.55,11075.95,11018.8,11027.7,11058.5,10979.3
AMBER ENTERPRISES INDIA,EQ,AMBER,2018-01-17,2018-01-19,859,855,4,2018-01-30,599.6,2701.26,3915.88,44.97,432.1,2018-01-17,859.0,68.59,518.3,11.09,115.1,1175.0,1245.25,44.97,10702.45,10788.55,10803.0,10666.75,10829.2,10894.7,10906.85,10793.9
NEWGEN SOFTWARE TECHNOLOGIES,EQ,NEWGEN,2018-01-16,2018-01-18,245,240,5,2018-01-29,424.62,1696.27,1747.51,3.02,239.58,2018-01-16,245.0,6.92,5.38,4.93,5.99,254.1,252.4,3.02,10761.5,10700.45,10762.35,10687.85,10873.4,10817.0,10887.5,10782.4
ASTRON PAPER & BOARD MILLS,EQ,ASTRON,2017-12-15,2017-12-20,50,45,5,2017-12-29,69.83,232.5,561.49,141.5,-94.86,2017-12-15,50.0,102.92,394.14,74.37,240.58,115.0,120.75,141.5,10345.65,10333.25,10373.1,10319.65,10494.4,10444.2,10494.45,10437.15
FUTURE SUPPLY CHAIN SOLUTIONS,EQ,FSC,2017-12-06,2017-12-08,664,660,4,2017-12-18,649.7,2659.73,2749.26,3.37,-99.57,2017-12-06,664.0,5.62,11.06,3.09,5.55,664.0,686.35,3.37,10088.8,10044.1,10104.2,10033.35,10198.45,10265.65,10270.85,10195.25
SHALBY,EQ,SHALBY,2017-12-05,2017-12-07,248,245,3,2017-12-15,504.8,2678.64,2587.91,-3.39,-19.24,2017-12-05,248.0,2.41,0.42,2.83,2.26,239.7,239.6,-3.39,10118.25,10118.25,10147.95,10069.1,10063.45,10166.7,10182.65,10061.9
KHADIM INDIA,EQ,KHADIM,2017-11-02,2017-11-06,750,745,5,2017-11-14,543.06,1347.39,1237.53,-8.15,-75.14,2017-11-02,750.0,1.65,0.1,2.13,1.59,730.0,688.85,-8.15,10440.5,10423.8,10453.0,10412.55,10431.75,10451.8,10490.45,10413.75
THE NEW INDIA ASSURANCE COMPANY,EQ,NIACL,2017-11-01,2017-11-03,800,770,30,2017-11-13,9585.82,65920.0,59913.04,-9.11,-76.36,2017-11-01,800.0,2.33,0.11,0.1,1.19,750.0,727.1,-9.11,10390.35,10440.5,10451.65,10383.05,10461.55,10452.5,10461.7,10403.6
MAHINDRA LOGISTICS,EQ,MAHLOG,2017-10-31,2017-11-02,429,425,4,2017-11-10,828.88,3051.99,3055.55,0.12,-24.75,2017-10-31,429.0,6.84,1.84,5.75,5.68,429.0,429.5,0.12,10364.9,10335.3,10367.7,10323.95,10440.5,10423.8,10453.0,10412.55
RELIANCE NIPPON LIFE ASSET MANAGEMENT,EQ,RNAM,2017-10-25,2017-10-27,252,247,5,2017-11-06,1542.24,15422.4,17405.28,12.86,206.08,2017-10-25,252.0,47.51,210.47,5.39,57.21,295.9,284.4,12.86,10321.15,10295.35,10340.55,10240.9,10362.3,10323.05,10366.15,10311.3
GENERAL INSURANCE CORPORATION OF INDIA,EQ,GICRE,2017-10-11,2017-10-13,912,855,57,2017-10-25,11256.83,80000.64,76693.6,-4.13,-56.27,2017-10-11,912.0,2.24,0.11,0.59,1.34,850.0,874.3,-4.13,10042.6,9984.8,10067.25,9955.8,10123.7,10167.45,10191.9,10120.1
INDIAN ENERGY EXCHANGE,EQ,IEX,2017-10-09,2017-10-11,1650,1645,5,2017-10-23,1000.73,5004.22,4940.99,-1.26,-91.21,2017-10-09,1650.0,2.52,0.59,2.41,2.19,1500.0,1629.15,-1.26,9988.2,9988.75,10015.75,9959.45,10042.6,9984.8,10067.25,9955.8
MAS FINANCIAL SERVICES,EQ,MASFIN,2017-10-06,2017-10-10,459,456,3,2017-10-18,460.04,2508.99,3577.08,42.57,-50.63,2017-10-06,459.0,60.42,380.2,15.13,91.0,660.0,654.4,42.57,9908.15,9979.7,9989.35,9906.6,10013.7,10016.95,10034.0,10002.3
GODREJ AGROVET,EQ,GODREJAGRO,2017-10-04,2017-10-06,460,450,10,2017-10-16,1157.31,8833.32,11438.19,29.49,-0.68,2017-10-04,460.0,62.67,238.28,7.37,68.46,615.6,595.65,29.49,9884.35,9914.9,9938.3,9850.65,9908.15,9979.7,9989.35,9906.6
PRATAAP SNACKS,EQ,DIAMONDYD,2017-09-22,2017-09-26,938,930,8,2017-10-05,481.6,2199.89,2768.98,25.87,-7.8,2017-09-22,938.0,31.8,101.01,8.02,33.59,1270.0,1180.65,25.87,10094.35,9964.4,10095.05,9952.8,9875.25,9871.5,9891.35,9813.0
SBI LIFE INSURANCE COMPANY,EQ,SBILIFE,2017-09-20,2017-09-22,700,685,15,2017-10-03,8388.73,70000.0,70755.0,1.08,186.33,2017-09-20,700.0,5.63,0.64,0.78,2.86,735.0,707.55,1.08,10160.95,10141.15,10171.05,10134.2,10094.35,9964.4,10095.05,9952.8
ICICI LOMBARD GENERAL INSURANCE COMPANY,EQ,ICICIGI,2017-09-15,2017-09-19,661,651,10,2017-09-27,5700.94,30005.98,30922.96,3.06,184.48,2017-09-15,661.0,3.9,0.76,1.15,2.39,651.1,681.2,3.06,10062.35,10085.4,10115.15,10043.65,10175.6,10147.55,10178.95,10129.95
CAPACIT'E INFRAPROJECTS,EQ,CAPACITE,2017-09-13,2017-09-15,250,245,5,2017-09-25,400.0,1697.29,2325.62,37.02,-24.84,2017-09-13,250.0,54.34,647.11,16.96,130.17,399.0,342.55,37.02,10099.25,10079.3,10131.95,10063.15,10062.35,10085.4,10115.15,10043.65
MATRIMONY.COM,EQ,MATRIMONY,2017-09-11,2017-09-13,985,983,2,2017-09-21,496.88,2225.54,2044.0,-8.16,-39.65,2017-09-11,985.0,1.39,0.28,17.1,2.79,985.0,904.65,-8.16,9971.75,10006.05,10028.65,9968.8,10099.25,10079.3,10131.95,10063.15
DIXON TECHNOLOGIES (INDIA),EQ,DIXON,2017-09-06,2017-09-08,1766,1760,6,2017-09-18,599.28,2000.01,3274.71,63.73,362.69,2017-09-06,1766.0,54.5,345.43,10.03,82.58,2725.0,2891.55,63.73,9899.25,9916.2,9931.55,9882.55,9958.65,9934.8,9963.6,9913.3
BHARAT ROAD NETWORK,EQ,BRNL,2017-09-06,2017-09-08,205,195,10,2017-09-18,600.65,1720.98,1749.94,1.68,-88.87,2017-09-06,205.0,1.16,1.05,5.22,1.55,205.0,208.45,1.68,9899.25,9916.2,9931.55,9882.55,9958.65,9934.8,9963.6,9913.3
APEX FROZEN FOODS,EQ,APEX,2017-08-22,2017-08-24,175,171,4,2017-09-04,152.25,546.88,662.81,21.2,25.6,2017-08-22,175.0,1.38,7.22,8.08,4.41,202.0,212.1,21.2,9815.75,9765.55,9828.45,9752.6,9881.2,9857.05,9881.5,9848.85
COCHIN SHIPYARD,EQ,COCHINSHIP,2017-08-01,2017-08-03,432,424,8,2017-08-11,1442.93,5872.44,7179.46,22.26,202.77,2017-08-01,432.0,63.51,287.11,7.98,75.74,440.15,528.15,22.26,10101.05,10114.65,10128.6,10065.75,10081.15,10013.65,10081.15,9998.25
SECURITY AND INTELLIGENCE SERVICES (INDIA),EQ,SIS,2017-07-31,2017-08-02,815,805,10,2017-08-10,779.58,5962.46,5538.5,-7.11,-57.09,2017-07-31,815.0,2.92,1.65,18.65,4.3,879.8,757.05,-7.11,10034.7,10077.1,10085.9,10016.95,10136.3,10081.5,10137.85,10054.2
AU SMALL FINANCE BANK,EQ,AUBANK,2017-06-28,2017-06-30,358,355,3,2017-07-10,1912.51,10176.18,15396.45,51.3,78.72,2017-06-28,358.0,32.11,141.91,3.35,37.82,530.0,541.65,51.3,9520.2,9491.25,9522.5,9474.35,9478.5,9520.9,9535.8,9448.75
GTPL HATHWAY,EQ,GTPL,2017-06-21,2017-06-23,170,167,3,2017-07-04,484.8,1911.87,1930.43,0.97,-41.73,2017-06-21,170.0,1.21,2.8,0.93,1.35,170.0,171.65,0.97,9648.1,9633.6,9650.45,9608.6,9643.25,9574.95,9647.65,9565.3
CENTRAL DEPOSITORY SERVICES (INDIA),EQ,CDSL,2017-06-19,2017-06-21,149,145,4,2017-06-30,523.99,1557.05,2733.72,75.57,483.52,2017-06-19,149.0,60.2,558.0,22.3,119.21,250.0,261.6,75.57,9626.4,9657.55,9673.3,9614.9,9648.1,9633.6,9650.45,9608.6
ERIS LIFESCIENCES,EQ,ERIS,2017-06-16,2017-06-20,603,600,3,2017-06-29,1740.49,8291.25,8270.62,-0.25,161.38,2017-06-16,603.0,2.49,0.38,3.31,2.25,611.0,601.5,-0.25,9595.45,9588.05,9615.85,9565.5,9670.5,9653.5,9676.5,9643.75
TEJAS NETWORKS,EQ,TEJASNET,2017-06-14,2017-06-16,257,250,7,2017-06-27,776.69,2301.38,2359.59,2.53,81.92,2017-06-14,257.0,1.53,0.19,2.92,1.47,257.0,263.5,2.53,9621.55,9618.15,9627.4,9580.45,9595.45,9588.05,9615.85,9565.5
HOUSING AND URBAN DEVELOPMENT CORPORATION,EQ,HUDCO,2017-05-08,2017-05-11,60,56,4,2017-05-19,1209.78,12011.4,14523.78,20.92,194.54,2017-05-08,60.0,55.18,330.54,10.02,79.16,73.0,72.55,20.92,9311.45,9314.05,9338.7,9297.95,9448.6,9422.4,9450.65,9411.3
S CHAND AND COMPANY,EQ,SCHAND,2017-04-26,2017-04-28,670,660,10,2017-05-09,728.56,2324.58,2345.4,0.9,-76.28,2017-04-26,670.0,18.61,205.73,5.79,42.19,700.0,676.0,0.9,9336.2,9351.85,9367.0,9301.35,9340.95,9304.05,9342.65,9282.25
SHANKARA BUILDING PRODUCTS,EQ,SHANKARA,2017-03-22,2017-03-24,460,440,20,2017-04-05,345.0,1051.07,1445.11,37.49,-82.04,2017-03-22,460.0,20.36,89.15,14.72,28.7,555.05,632.45,37.49,9047.2,9030.45,9072.9,9019.3,9104.0,9108.0,9133.55,9089.4
AVENUE SUPERMARTS,EQ,DMART,2017-03-08,2017-03-10,299,295,4,2017-03-21,1870.0,18660.13,40041.26,114.58,498.97,2017-03-08,299.0,60.02,272.2,7.09,73.32,600.0,641.6,114.58,8950.7,8924.3,8957.05,8891.95,8953.7,8934.55,8975.7,8903.95
BSE,EQ,BSE,2017-01-23,2017-01-25,806,805,1,2017-02-03,1243.43,4326.46,5739.27,32.66,155.8,2017-01-23,806.0,20.13,158.43,6.12,35.97,1085.0,1069.2,32.66,8329.6,8391.5,8404.15,8327.2,8499.45,8602.75,8612.6,8493.95
LAURUS LABS,EQ,LAURUSLABS,2016-12-06,2016-12-08,428,426,2,2016-12-19,1330.51,4526.37,5080.53,12.24,110.72,2016-12-06,428.0,4.85,3.54,1.59,3.49,489.9,480.4,12.24,8153.15,8143.15,8178.7,8130.85,8152.1,8246.85,8256.25,8151.75
SHEELA FOAM,EQ,SFL,2016-11-29,2016-12-01,730,680,50,2016-12-09,510.0,3561.14,5034.39,41.37,-44.04,2016-11-29,730.0,6.89,3.64,0.45,4.15,860.0,1032.0,41.37,8131.55,8142.15,8197.35,8128.7,8244.0,8192.9,8250.8,8185.05
VARUN BEVERAGES,EQ,VBL,2016-10-26,2016-10-28,445,440,5,2016-11-08,1112.5,8096.84,8360.67,3.26,4.45,2016-10-26,445.0,2.6,0.34,0.74,1.58,430.0,459.5,3.26,8657.3,8615.25,8657.3,8596.6,8625.0,8638.0,8653.75,8581.75
ENDURANCE TECHNOLOGIES,EQ,ENDURANCE,2016-10-05,2016-10-07,472,467,5,2016-10-19,1161.73,6639.29,9099.48,37.06,308.21,2016-10-05,472.0,21.81,127.33,2.57,30.91,572.0,646.9,37.06,8806.35,8743.95,8806.95,8731.4,8721.7,8697.6,8723.7,8663.8
HPL ELECTRIC AND POWER,EQ,HPL,2016-09-22,2016-09-26,202,175,27,2016-10-04,361.0,1298.87,1217.21,-6.29,107.18,2016-09-22,202.0,3.37,25.45,3.55,6.74,190.0,189.3,-6.29,8873.35,8867.45,8893.35,8837.8,8807.9,8723.05,8809.55,8715.1
GNA AXLES,EQ,GNA,2016-09-14,2016-09-16,207,205,2,2016-09-26,130.41,444.33,526.01,18.38,24.0,2016-09-14,207.0,7.51,210.72,11.31,38.08,252.0,245.05,18.38,8710.65,8726.6,8739.85,8688.9,8780.85,8779.85,8847.65,8750.5
L&T TECHNOLOGY SERVICES,EQ,LTTS,2016-09-12,2016-09-15,860,850,10,2016-09-23,894.4,8745.37,8836.9,1.05,438.09,2016-09-12,860.0,2.66,0.45,1.63,1.97,920.0,869.0,1.05,8732.95,8715.6,8746.95,8699.4,8743.85,8742.55,8751.95,8704.35
RBL BANK,EQ,RBLBANK,2016-08-19,2016-08-23,225,224,1,2016-08-31,1212.97,8320.7,11072.08,33.07,2.74,2016-08-19,225.0,34.91,197.29,5.44,48.95,274.2,299.4,33.07,8694.3,8666.9,8696.6,8647.1,8628.35,8632.6,8642.15,8580.0
S.P. APPARELS,EQ,SPAL,2016-08-02,2016-08-04,268,258,10,2016-08-12,239.12,698.61,752.7,7.74,151.69,2016-08-02,268.0,1.63,5.23,1.84,2.24,275.0,288.75,7.74,8647.45,8622.9,8687.2,8611.4,8599.95,8551.1,8601.4,8518.15
DILIP BUILDCON,EQ,DBL,2016-08-01,2016-08-03,219,214,5,2016-08-11,653.98,2995.26,3443.18,14.95,76.9,2016-08-01,219.0,4.7,80.83,2.29,15.28,240.0,251.75,14.95,8654.3,8636.55,8711.3,8590.5,8635.2,8544.85,8635.45,8529.6
ADVANCED ENZYME TECHNOLOGIES,EQ,ADVENZYMES,2016-07-20,2016-07-22,896,880,16,2016-08-01,411.49,2000.41,2630.23,31.48,-73.69,2016-07-20,896.0,38.6,391.88,11.12,81.54,1210.0,1178.1,31.48,8515.45,8565.85,8569.9,8512.55,8519.65,8541.2,8548.95,8489.8
LARSEN & TOUBRO INFOTECH,EQ,LTI,2016-07-11,2016-07-13,710,705,5,2016-07-21,1236.38,12058.89,11848.29,-1.75,800.87,2016-07-11,710.0,8.55,10.59,6.92,8.29,667.0,697.6,-1.75,8413.35,8467.9,8475.25,8407.05,8540.45,8519.5,8550.25,8493.55
QUESS CORP,EQ,QUESS,2016-06-29,2016-07-01,317,310,7,2016-07-12,400.0,3992.72,6336.71,58.71,-58.36,2016-06-29,317.0,24.79,397.04,32.8,81.43,500.0,503.1,58.71,8173.1,8204.0,8212.4,8157.65,8313.05,8328.35,8356.75,8308.65
MAHANAGAR GAS,EQ,MGL,2016-06-21,2016-06-23,421,380,41,2016-07-01,1038.88,4158.54,5139.41,23.59,115.88,2016-06-21,421.0,31.13,181.07,6.58,44.67,540.0,520.3,23.59,8255.4,8219.9,8257.25,8202.15,8201.15,8270.45,8285.6,8188.3
PARAG MILK FOODS,EQ,PARAGMILK,2016-05-04,2016-05-11,227,215,12,2016-05-19,750.54,1808.47,2077.64,14.88,29.55,2016-05-04,215.0,1.14,2.89,2.01,1.49,217.5,247.0,14.88,7724.15,7706.55,7749.0,7697.25,7804.65,7848.85,7893.1,7780.9
THYROCARE TECHNOLOGIES,EQ,THYROCARE,2016-04-27,2016-04-29,446,420,26,2016-05-09,479.21,2396.07,3324.41,38.74,-29.58,2016-04-27,446.0,31.17,225.22,8.29,52.27,665.0,618.8,38.74,7942.0,7979.9,7991.0,7940.55,7844.25,7849.8,7889.05,7788.7
INFIBEAM INCORPORATION,EQ,INFIBEAM,2016-03-21,2016-03-23,432,360,72,2016-04-04,450.0,2293.55,2366.55,3.18,-96.18,2016-03-21,432.0,1.03,2.62,1.46,1.31,453.0,445.75,3.18,7619.2,7704.25,7713.55,7617.7,7717.45,7716.5,7726.85,7670.6
BHARAT WIRE ROPES,EQ,BHARATWIRE,2016-03-18,2016-03-22,45,40,5,2016-04-01,70.0,202.29,204.76,1.22,291.02,2016-03-18,45.0,1.13,2.23,2.18,1.34,47.25,45.55,1.22,7534.65,7604.35,7613.6,7517.9,7695.55,7714.9,7728.2,7643.8
HEALTHCARE GLOBAL ENTERPRISES,EQ,HCG,2016-03-16,2016-03-18,218,205,13,2016-03-30,649.64,1854.66,1454.8,-21.56,318.22,2016-03-16,218.0,1.57,0.4,0.76,1.31,210.2,171.0,-21.56,7457.05,7498.75,7508.0,7405.15,7534.65,7604.35,7613.6,7517.9
QUICK HEAL TECHNOLOGIES,EQ,QUICKHEAL,2016-02-08,2016-02-10,321,311,10,2016-02-18,451.25,2247.96,1777.71,-20.92,10.73,2016-02-08,321.0,2.42,37.18,3.72,8.01,305.0,253.85,-20.92,7489.7,7387.25,7512.55,7363.2,7264.3,7215.7,7271.85,7177.75
TEAMLEASE SERVICES,EQ,TEAMLEASE,2016-02-02,2016-02-04,850,785,65,2016-02-12,423.68,1453.23,1764.39,21.41,55.29,2016-02-02,850.0,12.23,190.57,10.34,38.72,860.0,1032.0,21.41,7566.65,7455.55,7576.3,7428.05,7411.45,7404.0,7457.05,7365.95
PRECISION CAMSHAFTS,EQ,PRECAM,2016-01-27,2016-01-29,186,180,6,2016-02-08,410.19,1762.25,1681.25,-4.6,-12.23,2016-01-27,186.0,1.72,0.39,1.87,1.57,165.0,177.45,-4.6,7469.6,7437.75,7477.9,7419.7,7413.35,7563.55,7575.65,7402.8
